DateKey,Day,Month,MonthAlias,Month No,CalendarQuarter,Year,CalendarSemester
20190101,Tuesday,January,Jan,1,1,2019,1
20190102,Wednesday,January,Jan,1,1,2019,1
20190103,Thursday,January,Jan,1,1,2019,1
20190104,Friday,January,Jan,1,1,2019,1
20190105,Saturday,January,Jan,1,1,2019,1
20190106,Sunday,January,Jan,1,1,2019,1
20190107,Monday,January,Jan,1,1,2019,1
20190108,Tuesday,January,Jan,1,1,2019,1
20190109,Wednesday,January,Jan,1,1,2019,1
20190110,Thursday,January,Jan,1,1,2019,1
20190111,Friday,January,Jan,1,1,2019,1
20190112,Saturday,January,Jan,1,1,2019,1
20190113,Sunday,January,Jan,1,1,2019,1
20190114,Monday,January,Jan,1,1,2019,1
20190115,Tuesday,January,Jan,1,1,2019,1
20190116,Wednesday,January,Jan,1,1,2019,1
20190117,Thursday,January,Jan,1,1,2019,1
20190118,Friday,January,Jan,1,1,2019,1
20190119,Saturday,January,Jan,1,1,2019,1
20190120,Sunday,January,Jan,1,1,2019,1
20190121,Monday,January,Jan,1,1,2019,1
20190122,Tuesday,January,Jan,1,1,2019,1
20190123,Wednesday,January,Jan,1,1,2019,1
20190124,Thursday,January,Jan,1,1,2019,1
20190125,Friday,January,Jan,1,1,2019,1
20190126,Saturday,January,Jan,1,1,2019,1
20190127,Sunday,January,Jan,1,1,2019,1
20190128,Monday,January,Jan,1,1,2019,1
20190129,Tuesday,January,Jan,1,1,2019,1
20190130,Wednesday,January,Jan,1,1,2019,1
20190131,Thursday,January,Jan,1,1,2019,1
20190201,Friday,February,Feb,2,1,2019,1
20190202,Saturday,February,Feb,2,1,2019,1
20190203,Sunday,February,Feb,2,1,2019,1
20190204,Monday,February,Feb,2,1,2019,1
20190205,Tuesday,February,Feb,2,1,2019,1
20190206,Wednesday,February,Feb,2,1,2019,1
20190207,Thursday,February,Feb,2,1,2019,1
20190208,Friday,February,Feb,2,1,2019,1
20190209,Saturday,February,Feb,2,1,2019,1
20190210,Sunday,February,Feb,2,1,2019,1
20190211,Monday,February,Feb,2,1,2019,1
20190212,Tuesday,February,Feb,2,1,2019,1
20190213,Wednesday,February,Feb,2,1,2019,1
20190214,Thursday,February,Feb,2,1,2019,1
20190215,Friday,February,Feb,2,1,2019,1
20190216,Saturday,February,Feb,2,1,2019,1
20190217,Sunday,February,Feb,2,1,2019,1
20190218,Monday,February,Feb,2,1,2019,1
20190219,Tuesday,February,Feb,2,1,2019,1
20190220,Wednesday,February,Feb,2,1,2019,1
20190221,Thursday,February,Feb,2,1,2019,1
20190222,Friday,February,Feb,2,1,2019,1
20190223,Saturday,February,Feb,2,1,2019,1
20190224,Sunday,February,Feb,2,1,2019,1
20190225,Monday,February,Feb,2,1,2019,1
20190226,Tuesday,February,Feb,2,1,2019,1
20190227,Wednesday,February,Feb,2,1,2019,1
20190228,Thursday,February,Feb,2,1,2019,1
20190301,Friday,March,Mar,3,1,2019,1
20190302,Saturday,March,Mar,3,1,2019,1
20190303,Sunday,March,Mar,3,1,2019,1
20190304,Monday,March,Mar,3,1,2019,1
20190305,Tuesday,March,Mar,3,1,2019,1
20190306,Wednesday,March,Mar,3,1,2019,1
20190307,Thursday,March,Mar,3,1,2019,1
20190308,Friday,March,Mar,3,1,2019,1
20190309,Saturday,March,Mar,3,1,2019,1
20190310,Sunday,March,Mar,3,1,2019,1
20190311,Monday,March,Mar,3,1,2019,1
20190312,Tuesday,March,Mar,3,1,2019,1
20190313,Wednesday,March,Mar,3,1,2019,1
20190314,Thursday,March,Mar,3,1,2019,1
20190315,Friday,March,Mar,3,1,2019,1
20190316,Saturday,March,Mar,3,1,2019,1
20190317,Sunday,March,Mar,3,1,2019,1
20190318,Monday,March,Mar,3,1,2019,1
20190319,Tuesday,March,Mar,3,1,2019,1
20190320,Wednesday,March,Mar,3,1,2019,1
20190321,Thursday,March,Mar,3,1,2019,1
20190322,Friday,March,Mar,3,1,2019,1
20190323,Saturday,March,Mar,3,1,2019,1
20190324,Sunday,March,Mar,3,1,2019,1
20190325,Monday,March,Mar,3,1,2019,1
20190326,Tuesday,March,Mar,3,1,2019,1
20190327,Wednesday,March,Mar,3,1,2019,1
20190328,Thursday,March,Mar,3,1,2019,1
20190329,Friday,March,Mar,3,1,2019,1
20190330,Saturday,March,Mar,3,1,2019,1
20190331,Sunday,March,Mar,3,1,2019,1
20190401,Monday,April,Apr,4,2,2019,1
20190402,Tuesday,April,Apr,4,2,2019,1
20190403,Wednesday,April,Apr,4,2,2019,1
20190404,Thursday,April,Apr,4,2,2019,1
20190405,Friday,April,Apr,4,2,2019,1
20190406,Saturday,April,Apr,4,2,2019,1
20190407,Sunday,April,Apr,4,2,2019,1
20190408,Monday,April,Apr,4,2,2019,1
20190409,Tuesday,April,Apr,4,2,2019,1
20190410,Wednesday,April,Apr,4,2,2019,1
20190411,Thursday,April,Apr,4,2,2019,1
20190412,Friday,April,Apr,4,2,2019,1
20190413,Saturday,April,Apr,4,2,2019,1
20190414,Sunday,April,Apr,4,2,2019,1
20190415,Monday,April,Apr,4,2,2019,1
20190416,Tuesday,April,Apr,4,2,2019,1
20190417,Wednesday,April,Apr,4,2,2019,1
20190418,Thursday,April,Apr,4,2,2019,1
20190419,Friday,April,Apr,4,2,2019,1
20190420,Saturday,April,Apr,4,2,2019,1
20190421,Sunday,April,Apr,4,2,2019,1
20190422,Monday,April,Apr,4,2,2019,1
20190423,Tuesday,April,Apr,4,2,2019,1
20190424,Wednesday,April,Apr,4,2,2019,1
20190425,Thursday,April,Apr,4,2,2019,1
20190426,Friday,April,Apr,4,2,2019,1
20190427,Saturday,April,Apr,4,2,2019,1
20190428,Sunday,April,Apr,4,2,2019,1
20190429,Monday,April,Apr,4,2,2019,1
20190430,Tuesday,April,Apr,4,2,2019,1
20190501,Wednesday,May,May,5,2,2019,1
20190502,Thursday,May,May,5,2,2019,1
20190503,Friday,May,May,5,2,2019,1
20190504,Saturday,May,May,5,2,2019,1
20190505,Sunday,May,May,5,2,2019,1
20190506,Monday,May,May,5,2,2019,1
20190507,Tuesday,May,May,5,2,2019,1
20190508,Wednesday,May,May,5,2,2019,1
20190509,Thursday,May,May,5,2,2019,1
20190510,Friday,May,May,5,2,2019,1
20190511,Saturday,May,May,5,2,2019,1
20190512,Sunday,May,May,5,2,2019,1
20190513,Monday,May,May,5,2,2019,1
20190514,Tuesday,May,May,5,2,2019,1
20190515,Wednesday,May,May,5,2,2019,1
20190516,Thursday,May,May,5,2,2019,1
20190517,Friday,May,May,5,2,2019,1
20190518,Saturday,May,May,5,2,2019,1
20190519,Sunday,May,May,5,2,2019,1
20190520,Monday,May,May,5,2,2019,1
20190521,Tuesday,May,May,5,2,2019,1
20190522,Wednesday,May,May,5,2,2019,1
20190523,Thursday,May,May,5,2,2019,1
20190524,Friday,May,May,5,2,2019,1
20190525,Saturday,May,May,5,2,2019,1
20190526,Sunday,May,May,5,2,2019,1
20190527,Monday,May,May,5,2,2019,1
20190528,Tuesday,May,May,5,2,2019,1
20190529,Wednesday,May,May,5,2,2019,1
20190530,Thursday,May,May,5,2,2019,1
20190531,Friday,May,May,5,2,2019,1
20190601,Saturday,June,Jun,6,2,2019,1
20190602,Sunday,June,Jun,6,2,2019,1
20190603,Monday,June,Jun,6,2,2019,1
20190604,Tuesday,June,Jun,6,2,2019,1
20190605,Wednesday,June,Jun,6,2,2019,1
20190606,Thursday,June,Jun,6,2,2019,1
20190607,Friday,June,Jun,6,2,2019,1
20190608,Saturday,June,Jun,6,2,2019,1
20190609,Sunday,June,Jun,6,2,2019,1
20190610,Monday,June,Jun,6,2,2019,1
20190611,Tuesday,June,Jun,6,2,2019,1
20190612,Wednesday,June,Jun,6,2,2019,1
20190613,Thursday,June,Jun,6,2,2019,1
20190614,Friday,June,Jun,6,2,2019,1
20190615,Saturday,June,Jun,6,2,2019,1
20190616,Sunday,June,Jun,6,2,2019,1
20190617,Monday,June,Jun,6,2,2019,1
20190618,Tuesday,June,Jun,6,2,2019,1
20190619,Wednesday,June,Jun,6,2,2019,1
20190620,Thursday,June,Jun,6,2,2019,1
20190621,Friday,June,Jun,6,2,2019,1
20190622,Saturday,June,Jun,6,2,2019,1
20190623,Sunday,June,Jun,6,2,2019,1
20190624,Monday,June,Jun,6,2,2019,1
20190625,Tuesday,June,Jun,6,2,2019,1
20190626,Wednesday,June,Jun,6,2,2019,1
20190627,Thursday,June,Jun,6,2,2019,1
20190628,Friday,June,Jun,6,2,2019,1
20190629,Saturday,June,Jun,6,2,2019,1
20190630,Sunday,June,Jun,6,2,2019,1
20190701,Monday,July,Jul,7,3,2019,2
20190702,Tuesday,July,Jul,7,3,2019,2
20190703,Wednesday,July,Jul,7,3,2019,2
20190704,Thursday,July,Jul,7,3,2019,2
20190705,Friday,July,Jul,7,3,2019,2
20190706,Saturday,July,Jul,7,3,2019,2
20190707,Sunday,July,Jul,7,3,2019,2
20190708,Monday,July,Jul,7,3,2019,2
20190709,Tuesday,July,Jul,7,3,2019,2
20190710,Wednesday,July,Jul,7,3,2019,2
20190711,Thursday,July,Jul,7,3,2019,2
20190712,Friday,July,Jul,7,3,2019,2
20190713,Saturday,July,Jul,7,3,2019,2
20190714,Sunday,July,Jul,7,3,2019,2
20190715,Monday,July,Jul,7,3,2019,2
20190716,Tuesday,July,Jul,7,3,2019,2
20190717,Wednesday,July,Jul,7,3,2019,2
20190718,Thursday,July,Jul,7,3,2019,2
20190719,Friday,July,Jul,7,3,2019,2
20190720,Saturday,July,Jul,7,3,2019,2
20190721,Sunday,July,Jul,7,3,2019,2
20190722,Monday,July,Jul,7,3,2019,2
20190723,Tuesday,July,Jul,7,3,2019,2
20190724,Wednesday,July,Jul,7,3,2019,2
20190725,Thursday,July,Jul,7,3,2019,2
20190726,Friday,July,Jul,7,3,2019,2
20190727,Saturday,July,Jul,7,3,2019,2
20190728,Sunday,July,Jul,7,3,2019,2
20190729,Monday,July,Jul,7,3,2019,2
20190730,Tuesday,July,Jul,7,3,2019,2
20190731,Wednesday,July,Jul,7,3,2019,2
20190801,Thursday,August,Aug,8,3,2019,2
20190802,Friday,August,Aug,8,3,2019,2
20190803,Saturday,August,Aug,8,3,2019,2
20190804,Sunday,August,Aug,8,3,2019,2
20190805,Monday,August,Aug,8,3,2019,2
20190806,Tuesday,August,Aug,8,3,2019,2
20190807,Wednesday,August,Aug,8,3,2019,2
20190808,Thursday,August,Aug,8,3,2019,2
20190809,Friday,August,Aug,8,3,2019,2
20190810,Saturday,August,Aug,8,3,2019,2
20190811,Sunday,August,Aug,8,3,2019,2
20190812,Monday,August,Aug,8,3,2019,2
20190813,Tuesday,August,Aug,8,3,2019,2
20190814,Wednesday,August,Aug,8,3,2019,2
20190815,Thursday,August,Aug,8,3,2019,2
20190816,Friday,August,Aug,8,3,2019,2
20190817,Saturday,August,Aug,8,3,2019,2
20190818,Sunday,August,Aug,8,3,2019,2
20190819,Monday,August,Aug,8,3,2019,2
20190820,Tuesday,August,Aug,8,3,2019,2
20190821,Wednesday,August,Aug,8,3,2019,2
20190822,Thursday,August,Aug,8,3,2019,2
20190823,Friday,August,Aug,8,3,2019,2
20190824,Saturday,August,Aug,8,3,2019,2
20190825,Sunday,August,Aug,8,3,2019,2
20190826,Monday,August,Aug,8,3,2019,2
20190827,Tuesday,August,Aug,8,3,2019,2
20190828,Wednesday,August,Aug,8,3,2019,2
20190829,Thursday,August,Aug,8,3,2019,2
20190830,Friday,August,Aug,8,3,2019,2
20190831,Saturday,August,Aug,8,3,2019,2
20190901,Sunday,September,Sep,9,3,2019,2
20190902,Monday,September,Sep,9,3,2019,2
20190903,Tuesday,September,Sep,9,3,2019,2
20190904,Wednesday,September,Sep,9,3,2019,2
20190905,Thursday,September,Sep,9,3,2019,2
20190906,Friday,September,Sep,9,3,2019,2
20190907,Saturday,September,Sep,9,3,2019,2
20190908,Sunday,September,Sep,9,3,2019,2
20190909,Monday,September,Sep,9,3,2019,2
20190910,Tuesday,September,Sep,9,3,2019,2
20190911,Wednesday,September,Sep,9,3,2019,2
20190912,Thursday,September,Sep,9,3,2019,2
20190913,Friday,September,Sep,9,3,2019,2
20190914,Saturday,September,Sep,9,3,2019,2
20190915,Sunday,September,Sep,9,3,2019,2
20190916,Monday,September,Sep,9,3,2019,2
20190917,Tuesday,September,Sep,9,3,2019,2
20190918,Wednesday,September,Sep,9,3,2019,2
20190919,Thursday,September,Sep,9,3,2019,2
20190920,Friday,September,Sep,9,3,2019,2
20190921,Saturday,September,Sep,9,3,2019,2
20190922,Sunday,September,Sep,9,3,2019,2
20190923,Monday,September,Sep,9,3,2019,2
20190924,Tuesday,September,Sep,9,3,2019,2
20190925,Wednesday,September,Sep,9,3,2019,2
20190926,Thursday,September,Sep,9,3,2019,2
20190927,Friday,September,Sep,9,3,2019,2
20190928,Saturday,September,Sep,9,3,2019,2
20190929,Sunday,September,Sep,9,3,2019,2
20190930,Monday,September,Sep,9,3,2019,2
20191001,Tuesday,October,Oct,10,4,2019,2
20191002,Wednesday,October,Oct,10,4,2019,2
20191003,Thursday,October,Oct,10,4,2019,2
20191004,Friday,October,Oct,10,4,2019,2
20191005,Saturday,October,Oct,10,4,2019,2
20191006,Sunday,October,Oct,10,4,2019,2
20191007,Monday,October,Oct,10,4,2019,2
20191008,Tuesday,October,Oct,10,4,2019,2
20191009,Wednesday,October,Oct,10,4,2019,2
20191010,Thursday,October,Oct,10,4,2019,2
20191011,Friday,October,Oct,10,4,2019,2
20191012,Saturday,October,Oct,10,4,2019,2
20191013,Sunday,October,Oct,10,4,2019,2
20191014,Monday,October,Oct,10,4,2019,2
20191015,Tuesday,October,Oct,10,4,2019,2
20191016,Wednesday,October,Oct,10,4,2019,2
20191017,Thursday,October,Oct,10,4,2019,2
20191018,Friday,October,Oct,10,4,2019,2
20191019,Saturday,October,Oct,10,4,2019,2
20191020,Sunday,October,Oct,10,4,2019,2
20191021,Monday,October,Oct,10,4,2019,2
20191022,Tuesday,October,Oct,10,4,2019,2
20191023,Wednesday,October,Oct,10,4,2019,2
20191024,Thursday,October,Oct,10,4,2019,2
20191025,Friday,October,Oct,10,4,2019,2
20191026,Saturday,October,Oct,10,4,2019,2
20191027,Sunday,October,Oct,10,4,2019,2
20191028,Monday,October,Oct,10,4,2019,2
20191029,Tuesday,October,Oct,10,4,2019,2
20191030,Wednesday,October,Oct,10,4,2019,2
20191031,Thursday,October,Oct,10,4,2019,2
20191101,Friday,November,Nov,11,4,2019,2
20191102,Saturday,November,Nov,11,4,2019,2
20191103,Sunday,November,Nov,11,4,2019,2
20191104,Monday,November,Nov,11,4,2019,2
20191105,Tuesday,November,Nov,11,4,2019,2
20191106,Wednesday,November,Nov,11,4,2019,2
20191107,Thursday,November,Nov,11,4,2019,2
20191108,Friday,November,Nov,11,4,2019,2
20191109,Saturday,November,Nov,11,4,2019,2
20191110,Sunday,November,Nov,11,4,2019,2
20191111,Monday,November,Nov,11,4,2019,2
20191112,Tuesday,November,Nov,11,4,2019,2
20191113,Wednesday,November,Nov,11,4,2019,2
20191114,Thursday,November,Nov,11,4,2019,2
20191115,Friday,November,Nov,11,4,2019,2
20191116,Saturday,November,Nov,11,4,2019,2
20191117,Sunday,November,Nov,11,4,2019,2
20191118,Monday,November,Nov,11,4,2019,2
20191119,Tuesday,November,Nov,11,4,2019,2
20191120,Wednesday,November,Nov,11,4,2019,2
20191121,Thursday,November,Nov,11,4,2019,2
20191122,Friday,November,Nov,11,4,2019,2
20191123,Saturday,November,Nov,11,4,2019,2
20191124,Sunday,November,Nov,11,4,2019,2
20191125,Monday,November,Nov,11,4,2019,2
20191126,Tuesday,November,Nov,11,4,2019,2
20191127,Wednesday,November,Nov,11,4,2019,2
20191128,Thursday,November,Nov,11,4,2019,2
20191129,Friday,November,Nov,11,4,2019,2
20191130,Saturday,November,Nov,11,4,2019,2
20191201,Sunday,December,Dec,12,4,2019,2
20191202,Monday,December,Dec,12,4,2019,2
20191203,Tuesday,December,Dec,12,4,2019,2
20191204,Wednesday,December,Dec,12,4,2019,2
20191205,Thursday,December,Dec,12,4,2019,2
20191206,Friday,December,Dec,12,4,2019,2
20191207,Saturday,December,Dec,12,4,2019,2
20191208,Sunday,December,Dec,12,4,2019,2
20191209,Monday,December,Dec,12,4,2019,2
20191210,Tuesday,December,Dec,12,4,2019,2
20191211,Wednesday,December,Dec,12,4,2019,2
20191212,Thursday,December,Dec,12,4,2019,2
20191213,Friday,December,Dec,12,4,2019,2
20191214,Saturday,December,Dec,12,4,2019,2
20191215,Sunday,December,Dec,12,4,2019,2
20191216,Monday,December,Dec,12,4,2019,2
20191217,Tuesday,December,Dec,12,4,2019,2
20191218,Wednesday,December,Dec,12,4,2019,2
20191219,Thursday,December,Dec,12,4,2019,2
20191220,Friday,December,Dec,12,4,2019,2
20191221,Saturday,December,Dec,12,4,2019,2
20191222,Sunday,December,Dec,12,4,2019,2
20191223,Monday,December,Dec,12,4,2019,2
20191224,Tuesday,December,Dec,12,4,2019,2
20191225,Wednesday,December,Dec,12,4,2019,2
20191226,Thursday,December,Dec,12,4,2019,2
20191227,Friday,December,Dec,12,4,2019,2
20191228,Saturday,December,Dec,12,4,2019,2
20191229,Sunday,December,Dec,12,4,2019,2
20191230,Monday,December,Dec,12,4,2019,2
20191231,Tuesday,December,Dec,12,4,2019,2
20200101,Wednesday,January,Jan,1,1,2020,1
20200102,Thursday,January,Jan,1,1,2020,1
20200103,Friday,January,Jan,1,1,2020,1
20200104,Saturday,January,Jan,1,1,2020,1
20200105,Sunday,January,Jan,1,1,2020,1
20200106,Monday,January,Jan,1,1,2020,1
20200107,Tuesday,January,Jan,1,1,2020,1
20200108,Wednesday,January,Jan,1,1,2020,1
20200109,Thursday,January,Jan,1,1,2020,1
20200110,Friday,January,Jan,1,1,2020,1
20200111,Saturday,January,Jan,1,1,2020,1
20200112,Sunday,January,Jan,1,1,2020,1
20200113,Monday,January,Jan,1,1,2020,1
20200114,Tuesday,January,Jan,1,1,2020,1
20200115,Wednesday,January,Jan,1,1,2020,1
20200116,Thursday,January,Jan,1,1,2020,1
20200117,Friday,January,Jan,1,1,2020,1
20200118,Saturday,January,Jan,1,1,2020,1
20200119,Sunday,January,Jan,1,1,2020,1
20200120,Monday,January,Jan,1,1,2020,1
20200121,Tuesday,January,Jan,1,1,2020,1
20200122,Wednesday,January,Jan,1,1,2020,1
20200123,Thursday,January,Jan,1,1,2020,1
20200124,Friday,January,Jan,1,1,2020,1
20200125,Saturday,January,Jan,1,1,2020,1
20200126,Sunday,January,Jan,1,1,2020,1
20200127,Monday,January,Jan,1,1,2020,1
20200128,Tuesday,January,Jan,1,1,2020,1
20200129,Wednesday,January,Jan,1,1,2020,1
20200130,Thursday,January,Jan,1,1,2020,1
20200131,Friday,January,Jan,1,1,2020,1
20200201,Saturday,February,Feb,2,1,2020,1
20200202,Sunday,February,Feb,2,1,2020,1
20200203,Monday,February,Feb,2,1,2020,1
20200204,Tuesday,February,Feb,2,1,2020,1
20200205,Wednesday,February,Feb,2,1,2020,1
